"120.155070,30.274084",杭州棋士桌游（黄龙店）
0.0,黄龙岛
"121.640067,29.775212",东钱湖陶公岛景区
0.0,十八道地
"120.110993,28.924713",永康动物乐园
"119.665312,29.172104",黄大仙尖兵户外拓展基地
0.0,月老祠
"121.415028,29.689757",奉化游乐园
"120.112497,30.218997",中国茶叶博物馆
"120.817758,28.779464",神仙湾原乡温泉体验中心
"120.216591,30.259830",钱江新城
"120.188171,30.284367",羿风射箭馆
"119.008033,29.593674",梅地亚君澜度假酒店
"122.688377,30.188807",东极石屋群
"122.492070,30.700960",嵊泗渔家乐
"121.367688,28.589241",台州黄岩奥普乐水上乐园
"119.439851,29.202507",富春野马岭
"119.209543,27.933568",凤阳山
0.0,龙天红木小镇
"120.315985,30.297663",幸福烘焙DIY小馆（翠苑店）
"120.944277,28.669128",台州柔极溪探险漂流
"120.143017,30.313148",江墅铁路遗址公园
"120.742226,28.852392",仙居百花谷
0.0,梦幻工场
"121.321505,30.229658",宁波3D艺术嘉年华
"120.446473,30.048948",黄酒小镇
"120.111510,30.953590",激情快艇
"119.749740,30.680068",安吉鲁家村
"119.970241,29.089150",义乌马溪
"119.959682,30.249378",十里琅珰
"121.420757,28.656386",台州狼牙真人CS野战训练营
"120.624397,27.934475",白云山农业观光园
"119.140999,29.608499",千岛湖魔幻3D馆
"120.229184,29.266152",义乌异次元密室逃脱
"120.151656,30.209254",八卦田遗址公园
"121.814799,29.892862",晴天陶艺
"120.749288,30.770578",陶艺文化体验馆
0.0,七里香溪
"120.068673,30.272723",深潭口
"119.717907,30.225000",天竺三寺
"121.142519,28.686889",划岩山
"120.141688,30.317604",京杭大运河博物馆
"119.688937,30.629075",3D魔幻艺术展（安吉站）
0.0,ACG Market动漫展
0.0,木化石恐龙园
"119.551506,27.914972",丽水景宁云耕生活旅游区
"119.647218,29.737517",桐庐富春绿岛
"118.698492,28.988457",五十都生态园
"119.941634,28.436787",丽水南明湖古城水上乐园
0.0,心字石
"120.136218,30.263998",浙江图书馆
"119.652772,30.578446",竹乡国家森林公园
0.0,LOST剧情密室
0.0,雾城沙滩
"119.664992,29.093581",中国婺剧院
"119.675250,30.619375",安吉谈香山
"120.199405,30.389076",天子岭生态公园
0.0,五指岩
"121.522842,29.809927",宁波三江夜游
"120.070576,30.192432",大清谷
"119.276613,29.467382",南山路
"120.985780,29.743977",覆卮山必胜野外烧烤基地
"121.444500,28.678225",白云飞瀑公园
"121.326383,29.378777",南溪温泉
"120.608822,28.734424",神仙居莲荷文化园
"119.871697,30.599482",莫干湖
"122.564528,30.649874",嵊泗列岛船票
"122.390241,30.011030",慧济禅寺
"121.403693,28.659635",超级宝贝儿童城
"121.414187,28.658762",嘟嘟梦想城
0.0,镭舞战地
"120.095850,30.226843",法喜寺
"121.581513,29.871367",宁波富邦体育场
0.0,英国驻温领事馆旧址
"120.966235,28.105941",楠溪江普罗旺斯花海
"121.152870,30.039745",阳明山庄
"120.155070,30.274084",杭州吴越千古情
"121.318665,28.759601",涌泉缘满园品牌蜜桔采摘基地
0.0,霞山古民居
"120.071004,30.272641",河渚街
"119.979489,30.394549",杭州大观山农业生态园
0.0,武义桃花源漂流
"120.136784,30.263288",杭州图书馆
0.0,AL真人密室逃脱鼓楼店
"120.153867,30.218077",玉皇山紫来洞休闲山庄
"121.616839,28.255954",石塘胜景
"119.169592,29.032618",衢州龙游六春湖漂流
"120.716629,28.834348",仙居杨梅
"122.458750,30.724478",南湾海滨浴场
0.0,ICI真人密室逃脱
"120.202270,30.273359",夏衍故居
"121.538462,29.318190",石头村
"120.580232,30.029752",绍兴嵊州南山湖
0.0,锁岛
0.0,石鼓香溪
"121.363062,28.656079",台州东方太阳城
"122.677418,30.858467",花鸟灯塔
"120.037408,28.837051",白云风景区
0.0,荆源访古
"119.275917,30.069115",仙姑岛
"120.036087,31.008349",南太湖马场
"120.082987,29.316399",义乌博物馆
"121.267823,28.832647",牛头山度假村
"120.680757,30.510659",海宁直升机空中游览
"120.661042,27.841309",凤凰山
"121.542809,30.031684",九龙湖开心农场
"120.032835,30.215999",小和山
"120.438672,29.481539",东白山
"122.106773,30.019858",定海古城
"119.926170,29.255385",吴晗故居
"121.133176,30.606725",九龙山冰雪灯光马戏嘉年华
0.0,琅峰山
"121.278364,29.680478",溪口博物馆
"121.087929,29.893331",白水冲瀑布
0.0,畲族风情展示区
0.0,密印寺
"122.453072,29.930258",舟山白沙岛景区
"120.192173,30.342169",爆米花小镇
"120.026074,28.899757",泳者水上乐园游泳
"119.554081,30.395273",芹川古民居景区
0.0,恭泰仕伯爵酒庄
"119.638250,29.109183",金字火腿
0.0,三毛祖居
0.0,亲子开心乐园（天一店）
0.0,孔府家庙
"122.064333,30.642926",小洋山
"122.391725,30.002643",普陀山空中游览
"121.593779,29.733851",宁波横溪金峨谷漂流
"120.170791,30.240607",景阳观酱菜店旧址
"119.632303,28.954265",金华安地仙源谷漂流
0.0,御乐堂《牡丹亭》
"120.137669,30.316209",中国刀剪剑博物馆
"119.916533,28.484923",白云森林公园
"118.441544,29.135969",南华山风景区
"119.140999,29.608499",千岛湖直升机体验
"121.489566,29.718442",走马塘村
"121.086432,29.724438",四明山庄
"121.837757,29.291287",民国城
"120.167761,30.174371",真人CS拓展联盟(小和山大学城店）
"121.544199,29.871871",银台第官宅博物馆
"120.133898,30.266477",​黄龙体育中心
"120.543779,30.114663",羊山石佛寺
0.0,霸王潭
"121.403693,28.659635",超级宝贝3D画展
"121.149491,27.826386",中普陀寺
0.0,久褀国际骑行营
"120.429710,27.528841",百丈飞云湖风景名胜区
"120.746787,28.296441",楠溪江国际房车露营基地
"120.526779,28.975031",大盘山
0.0,镇远炮台
"120.968473,28.115334",城郭楼
"119.985886,30.231850",湘湖金沙滩
"119.038674,29.615384",千岛湖开元度假村夏威夷西餐厅
"121.414623,28.656902",市民广场
"121.556092,29.872417",钱币博物馆
"119.140999,29.608499",千岛湖莫拉红直升机体验之旅
"120.966235,28.105941",楠溪江甸园竹筏漂流
"121.995892,30.094639",洋山景区
0.0,北纬30度球幕影院
"121.095798,27.981155",大门岛
0.0,五峰景区
"119.931205,30.572793",德清花花世界
"120.737920,30.758437",后花园
"119.847475,29.453142",通济湖
0.0,协顺海洋休闲捕鱼
"119.558209,30.777142",吴昌硕故居
"119.907873,28.427398",南明山
"121.296110,28.356980",江厦森林公园
"119.826404,28.900713",武义十里荷花
"119.538110,28.201463",仙宫湖
"120.314779,29.153707",江滨公园
0.0,五峙山鸟岛
0.0,仙宅蓝莓园区
"119.642502,29.713614",浙江富春江咕噜咕噜岛湿地公园
"120.161257,30.292457",杭州酒家
"119.580640,27.798580",时思寺
0.0,黄大仙峡谷漂流
0.0,创意乐高儿童体验科技馆
"120.685353,27.925826",兰博户外拓展
0.0,Logic狼杀馆真人密室逃脱
"120.813385,27.919250",喜来乐儿童拓展乐园（万达店）
"120.946606,30.526547",万奥农庄草莓采摘
"120.234455,30.156944",中国古代造纸印刷文化村
0.0,海钓主题公园
"121.261683,30.279017",浙江马汇·马术国际庄园
"119.013622,29.597226",千岛湖润和建国度假酒店自助晚餐
0.0,汤江岩户外拓展基地
"119.666789,29.102058",金华市博物馆
"121.348350,29.388023",南溪森林温泉
"122.207215,29.985295",舟山前景君廷温泉
"119.804968,30.416436",杭州秀山美地休闲农庄
"120.052541,29.323626",神采飞扬游乐公园
"119.025411,29.600217",千岛湖大排档11号
"120.741090,28.338182",楠溪江小港竹筏漂流
"121.822513,29.873046",碧秀山庄游乐园
"121.455225,29.679155",王鹤农庄
0.0,台山
0.0,《印象山哈》歌舞剧
"121.550357,29.874556",宁波镇海湾塘陈氏草莓园
"119.638851,30.797486",浙江安吉航空嘉年华
0.0,蝴蝶大峡谷
"120.091668,30.267166",西溪天堂商业街
"121.551166,29.865997",城隍庙商业步行街
0.0,方岩
"120.075058,29.306841",义乌幸福湖水库
"119.623000,28.002900",十八里翠源口漂流
"120.404881,29.581380",浙江东白湖生态旅游区
"121.221916,28.857389",台州黄土岭大峡谷
"121.441126,29.647109",李家坑古村落
"120.137594,30.230222",花港公园
"119.109293,29.305382",杭州新视野红色体验基地
"121.537612,29.488349",横山岛
"118.575219,28.628217",彩陶文化村
0.0,奥兰德海洋村（西溪印象城店）
"120.175757,30.259238",杭州传统工艺馆
"120.000395,30.073220",富春山居高尔夫
"119.604861,30.441191",佑渡鬼城
0.0,F6超级真人密室逃脱俱乐部
0.0,佛云山
"120.075058,29.306841",义乌梅湖极爽水世界乐园
"120.155070,30.274084",杭州直升机飞行体验
0.0,一杯子DIY
0.0,武义欢乐山寨真人CS
0.0,钱江潮下沙
"119.923046,30.053477",富阳奥普乐欢乐水世界
0.0,仙踪谷
"121.728483,28.940762",牛尾塘沙滩
"120.216795,30.242176",城市阳台
"120.926030,30.827110",孙道临电影艺术馆
"122.835298,30.701922",东崖绝壁
"120.046447,30.394110",野芦湾
0.0,虞洽卿故居
0.0,朵云生态农业园
"121.438010,28.678526",泡泡堂儿童乐园
"119.096143,29.143925",鸡鸣山遗址
"120.064176,30.264539",秋雪庵
0.0,乌石山
0.0,千年古道
"121.133176,30.606725",浙江九龙山国际高尔夫俱乐部
"120.420120,29.798146",枫桥大庙
0.0,郑义门
"120.071973,30.892138",仁皇山素质拓展中心
"121.037895,29.144816",金泉农庄
"120.903824,30.046896",大象谷
"120.095360,30.949270",神龙洞天
"120.132921,30.877603",湖州职业技术学院陶艺坊
"118.838939,29.050529",衢州衆园
"119.604480,30.959940",东方风情园
"119.571633,29.086221",金华婺城区3D魔幻画展
"119.724917,30.239287",雷威乐园
"121.374333,28.566603",南山生态园
0.0,三盘度假村
0.0,芦花荡
"120.903866,29.499832",丹霞地貌
"120.660771,28.012580",卡希尔儿童乐园
"121.438545,28.673501",糖果亲子乐园
"120.662578,27.869682",仙岩极地真人CS俱乐部
"119.935814,30.546239",德清莫干山观云高尔夫球会
"120.166430,30.381055",畲乡山寨
"121.640067,29.775212",陶公岛风景区
"120.205346,28.277240",青田九门寨漂流
"119.959261,30.123693",受降纪念馆
"120.863516,28.363876",十大森林公园通票
"120.057376,29.276636",钓鱼矶公园
"120.661815,28.013245",淘乐坊儿童乐园
"120.050559,29.143469",蟹钳形山古墓
0.0,三叠岩
"121.735447,29.954990",金鸡山
0.0,刘伯温故里旅游景区—刘基庙
"119.523105,29.555699",玉泉寺
"120.405536,28.743086",凤凰山
"120.397382,29.225307",象田村风车节
"120.509700,28.050423",藤桥
"119.169592,29.032618",龙游八塔
"120.077356,29.309667",骆宾王公园
"120.811362,30.336601",海宁尖山高尔夫俱乐部
"120.114565,30.187872",五云山
"121.082403,28.208658",法华禅寺
"120.119031,30.258517",西湖环湖电瓶车
"121.627559,29.877221",翡翠湾水乐园
"119.915500,30.981161",太湖乐园
"121.306236,28.654158",朱砂堆
"120.061710,29.291420",义乌拓展训练
"120.681918,28.280958",大若岩
"121.698634,29.958256",镇海儿童乐园
0.0,魔壳密室逃脱俱乐部
"119.459667,28.472901",王村仙潭
0.0,放鹤亭
"120.179992,30.287097",杭州M1动漫音乐嘉年华
"119.769487,30.256796",TT野战真人CS（八百里店）
"120.891090,30.031722",柯桥万达冰雪嘉年华
"120.488839,30.046590",新未庄公园
"121.978363,30.135933",伊甸园农庄
"120.265545,30.171120",杭州颠九宫密室逃脱
"119.515904,30.329355",昭明禅寺
0.0,温泉龙潭
"120.103000,30.876353",项王公园游船码头
0.0,天磊户外拓展训练
"120.327081,28.065828",千丝岩石文化公园
0.0,月老祠
0.0,枣庄火车站
"120.661097,28.009872",松台山
"121.416083,28.519907",五凤楼
"120.179487,30.128663",湘湖首届百年映山红花展
"120.075058,29.306841",义乌龙行野战CS拓展训练基地
0.0,顾渚杨梅基地
"122.391725,30.002643",普陀山夜游巴士
"121.076595,29.013969",道岙湾红心猕猴桃采摘
"120.085796,30.321444",杭州西湖三墩绿韵山庄
"121.024980,29.164897",龙喷水景区
"120.589908,28.052507",岩门大峡谷
0.0,慈湖
"120.484354,30.746922",乌镇华庄生态园
"121.559855,29.877595",宁波元气动漫展
"120.190593,30.194358",小勇士拓展乐园
"120.313191,30.255905",宝盛水博园大酒店自助餐
"120.575820,30.615768",桐乡世贸中心
"120.116232,30.182286",珊瑚沙水库
"121.259018,29.794867",青云梯景区
0.0,毛泽东下榻处
"119.169592,29.032618",龙游梦溪漂流
"119.449895,30.309318",蔷薇花园
0.0,东海蓬莱
"122.128660,30.089032",南洞艺谷
"119.916084,30.548106",星期8农庄
"122.370908,29.952181",“不肯去观音号”仿古游船
"120.351908,29.841600",珍珠市场
"119.630476,29.102459",金华凤凰山公园
"120.743297,30.754470",范蠡湖
"120.270131,30.271042",浙江红博苑国防教育基地
0.0,丰农现代生态园
"120.023331,30.191753",白龙潭真人CS拓展基地
"120.643348,27.808180",愚溪游泳池
"121.550357,29.874556",宁波鄞州田旺瓜果合作社
"121.568122,29.866050",七塔寺
"121.452081,28.678563",戚继光纪念馆
"119.545405,30.373614",海皇星真人CS拓展基地
0.0,TMASK密室逃脱
"122.164660,29.970881",半岛渔乐园
"120.106949,29.040649",九狮沟
0.0,镜水飞瀑
"120.075058,29.306841",义乌狩猎者真人CS俱乐部
0.0,TT野战真人CS(西溪店)
"121.230533,30.325752",世纪金源大饭店
0.0,国家地理经典影像盛宴展览（杭州）
"120.264716,30.163927",金马国际酒店
"120.140451,30.228638",湖畔居
"121.610050,28.252346",东巴黎渔家乐
0.0,潮音洞
"120.873216,30.032955",爱乐游（上虞大通店）
"121.627212,29.912142",宁波合众真人CS (宁波帮文化公园店)
0.0,迷笛超级密室
"120.025702,29.159811",妙龄山庄
"120.742226,28.852392",仙居农家杨梅
0.0,釉泽彦岩陶艺馆（千岛湖店）
"120.527484,27.568495",楠凤楼农家乐
"120.547310,27.580168",乐酷儿童游乐园
0.0,长门堂
"120.113211,30.292908",里叶十里荷花景区
"120.155070,30.274084",杭州魔方亲子剧场
0.0,绝情谷
"122.210195,30.246945",岱山3D魔幻城
"121.592382,29.856557",南苑环球酒店自助餐
0.0,情侣车出租
"120.101831,29.551987",安华湖水上游乐场
"120.269382,30.177389",时代公园
"119.555821,28.099768",云和梯田漂流
"120.183506,30.253460",郁达夫故居
"119.960076,30.048692",富阳龙潭瀑布
"120.442948,29.567832",裕昌号十里红妆
0.0,通灵入妙区
"121.477468,29.357553",塘溪蓝莓休闲园
"120.262664,28.824687",惠明寺
"119.359010,29.825457",桐庐奇源峡漂流
"120.827785,29.502160",南岩寺
"120.106294,30.742341",莲花庄
0.0,瓯江源景区
"120.247219,29.715452",诸暨香榧探险漂流
"120.057034,29.206584",双林寺
"120.696592,27.825630",瑞安市塘下亿嘉密室
0.0,7号工地
0.0,恒济当
"121.325057,28.222193",济理寺
"120.239140,30.159275",威尼斯水城
"120.155070,30.279731",浙话艺术剧院
"121.543135,28.824529",临海国家地质公园
"120.939960,30.721760",清园生态农庄
0.0,金鸡山
"120.018472,30.362547",大雄寺
0.0,丫髻山
"120.130170,30.254030",云松书舍
"121.176457,27.851586",海霞军事主题公园
0.0,小瀛洲
"120.162016,30.252504",湘湖游船
"120.985859,28.117511",乐清市青少年宫
"120.940895,30.778292",嘉善大云
"119.493171,30.627711",赋石水库
"120.175131,30.186567",杭州臻奇汇艺术中心
0.0,新北游乐场
"121.355753,29.106924",松门滨海
"120.132803,30.287976",创意嘟嘟
0.0,镇海口海防遗址
"120.159458,30.242299",潘天寿纪念馆
"120.622412,30.112700",古纤道
0.0,银坑
"120.201531,30.100977",杭州花仙子乐园
0.0,五维迷城异次元真人密室逃脱
"120.193250,30.099359",东方文化园步行街
"120.164598,30.263645",密室砖家
"120.176722,30.257719",杭州珈州健身
0.0,鱼鳞石塘
0.0,爱比西儿童馆
"121.830407,29.282993",活死人墓
"121.126049,28.843721",欢乐岛儿童乐园
"122.207215,29.985295",舟山SR20“空中宝马”飞行体验
"121.396072,30.080982",五磊寺
"120.238290,29.698520",裕昌号民间艺术馆
0.0,爱乐园室内欢乐水世界
"121.581887,29.873791",紫竹林
"121.234571,30.156075",峙山公园
"120.051070,28.723019",缙云笕川花海
0.0,剑池飞瀑
"119.476144,29.206632",万年奇石景观
"120.962254,28.108603",乐清蒲溪漂流
0.0,釜托仙境
"121.716920,29.950642",吴杰故居
"119.165272,29.032799",衢州江滨公园
"118.673991,29.473633",狮城博物馆
"119.680910,29.103106",桃花源
"119.908018,28.490889",白云山
0.0,七老爷庙
"120.102623,30.958320",小梅山山顶公园
"121.898884,29.747144",斯达克俱乐部
"119.923046,30.053477",富阳军乐真人CS（野生动物世界基地）
"119.593753,30.599132",浙江安吉龙王溪乡村俱乐部
"121.995892,30.094639",洋山深水港
0.0,印加古道
"120.901243,29.500125",新昌城隍庙
"121.078853,29.910486",余姚梁弄黄埔岭樱桃采摘
0.0,兴宝果蔬采摘园
0.0,碧水湾风景旅游度假区
"121.966362,29.213013",铜瓦门不夜岛
0.0,强蛟群岛
"121.078532,29.910496",南雷雁湖
"122.207215,29.985295",舟山首届3D魔幻艺术展
"120.485019,30.075461",恐龙蛋
"122.779869,30.714826",大王沙滩
0.0,瑞隆感应塔
"120.303505,29.338409",社姆山
"120.879126,30.017554",金色童年儿童乐园
"119.713407,30.229110",奥兰德海洋村临安店
